"Timestamp","1. What is your age group? ","2. What is your gender? ","3. What is your highest level of education? ","4. What is your current field of occupation or education? ","5. How do you identify your ethnicity? ","6. Are you still attending college?","7. What is your state of residence? Please enter the full name of your state (e.g., 'California' instead of 'CA')","7. Do you think having a general understanding of Intellectual Property (IP) law is necessary for people who don’t work in law or technical fields? ","8. To what extent do you think you know about Intellectual Property (IP) law? ","9. Which of the following best describes a copyright?  (Select one) ","10. Which of the following best describes a (utility) patent?  (select one) ","11. Which of the following best describes a trademark? (Select one) ","12. Which of the following is the main purpose of intellectual property protections? (Select one) ","13. If you download a song from the internet without paying for it, do you think this is: ","14. If you invent a new type of motor engine, which type of IP protection would you seek? ","15. If you write a novel and want to protect your rights, which type of IP protection would you seek? ","16. If you create a new logo for your company, which type of IP protection would you seek? ","17. Select the statements that you think are ACCURATE under U.S. INTELLECTUAL PROPERTY (IP) LAW: 
(Select all that apply) ","19. Which form of IP protection did you apply for? 
(Please skip this section if you have never applied IP protection before)","20. Did you apply for the IP protection through a third party (e.g., law firm)? 
(Please skip this section if you have never applied IP protection before)","21. How would you describe the difficulty of the process of applying for IP protection (whether you applied yourself or used a third party)? 
(Please skip this section if you have never applied IP protection before)","22. Do you think the process of applying for IP protection would have been easier if you had done it differently (e.g., hiring a third party or filing it yourself)? ","23. If you had something that required IP protection again, which factors would most affect your decision to apply yourself or hire a third party? 
(Select all that apply) ","19. If you were to apply for IP protection, would you do it yourself or hire a third party? ","20. If you had something that required IP protection, which factors would most affect your decision to apply yourself or hire a third party? 
(Select all that apply) ","21. How confident are you in your ability to understand the IP application process (even if you haven’t applied before)?"
"2024/11/10 8:18:25 PM MST","18-24","Male","Associate’s degree (2-year college degree)","Science","Asian","Yes, full-time","WA","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","I have no idea","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/11/12 9:20:14 AM MST","55-64","Male","Bachelor’s degree (4-year college degree)","Engineering","White","No","Washington","Perhaps important to some extent, but not much","Moderately","A protection for an invention or a new process","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/11/16 4:03:25 PM MST","55-64","Male","Master’s degree","Business","White","No","California ","Yes, it is important","A little","A protection for an invention or a new process","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/11/16 4:13:34 PM MST","18-24","Male","High school graduate or GED","Automotive","Mixed Race","Yes, part-time","Washington","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure","Not very confident"
"2024/11/16 4:14:58 PM MST","25-34","Non-binary","Master’s degree","Science","White","No","Washington","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To allow creators and inventors to profit from their work","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","","",""
"2024/11/16 4:31:34 PM MST","25-34","Female","Bachelor’s degree (4-year college degree)","Science","White","No","Washington","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Not very confident"
"2024/11/16 4:59:13 PM MST","65+","Male","Master’s degree","Education","White","No","California","Yes, it is important","A little","A protection for a company’s brand or logo","A legal right for creative works like movies and books","A protection for an invention or process","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Desire to avoid legal risks","Not very confident"
"2024/11/16 4:59:35 PM MST","55-64","Female","Doctorate or professional degree (PhD, JD, MD, etc.)","Education","White","No","California ","Yes, it is important","Very well","A legal right granted to an author or creator of original work","I have no idea","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","Trademark","Yes, I used a third party (law firm, consultant, etc.)","Somewhat difficult","No, the process was fine as it was","Time required to handle the process myself","","",""
"2024/11/16 5:03:47 PM MST","45-54","Male","Master’s degree","Technology","White","No","Washington ","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered","Utility Patent","Yes, I used a third party (law firm, consultant, etc.)","Neutral (neither easy nor difficult)","No, the process was fine as it was","Cost of hiring a third party (money);Desire to avoid legal risks or mistakes","","",""
"2024/11/16 5:10:19 PM MST","45-54","Male","Doctorate or professional degree (PhD, JD, MD, etc.)","Education","White","No","WA","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","Copyright","No, I applied myself","Somewhat easy","No, the process was fine as it was","Cost of hiring a third party (money);Complexity of the legal procedure;Time required to handle the process myself;Desire to avoid legal risks or mistakes","I would do it myself","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Somewhat confident"
"2024/11/16 5:23:15 PM MST","55-64","Female","Bachelor’s degree (4-year college degree)","Education","White","No","Washington ","Yes, it is important","Moderately","A protection for a company’s brand or logo","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Desire to avoid legal risks","Not very confident"
"2024/11/16 5:45:08 PM MST","65+","Prefer not to answer","Master’s degree","Arts","Asian","Prefer not to answer","Cshdsj","I have no idea","Expert level","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A protection for an invention or process","To make sure everyone has access to creative works for free","Not sure","Trademark","Trademark","Patent","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","","","","","","","",""
"2024/11/23 2:42:51 AM MST","18-24","Male","Master’s degree","Business","Asian","Yes, full-time","Washington","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To allow creators and inventors to profit from their work","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Somewhat confident"
"2024/11/25 11:55:46 PM MST","35-44","Female","Some college, no degree","Healthcare","White","No","Washington","Perhaps important to some extent, but not much","A little","A protection for a company’s brand or logo","I have no idea","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/11/26 8:17:37 PM MST","18-24","Female","Bachelor’s degree (4-year college degree)","Business","Asian","Yes, full-time","International","Yes, it is important","Moderately","A protection for an invention or a new process","I have no idea","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Not very confident"
"2024/11/26 9:20:02 PM MST","18-24","Male","Some college, no degree","Business","White","Yes, full-time","Washington","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A legal right given to an author for creative work","To protect the rights of creators, inventors, and businesses","Legal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Neutral"
"2024/11/30 5:56:24 PM MST","25-34","Female","Master’s degree","Technology","Hispanic or Latino","No","Washington","Perhaps important to some extent, but not much","Moderately","A protection for a company’s brand or logo","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;Content available on the internet can be freely used if no copyright notice is visible;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would do it myself","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks;My understanding of legal jargon.","Very confident"
"2024/11/30 6:06:46 PM MST","55-64","Male","Master’s degree","Science","White","No","Washington ","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To let companies keep their business methods secret","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","","",""
"2024/11/30 6:52:10 PM MST","25-34","Female","Bachelor’s degree (4-year college degree)","Business","Mixed Race","No","TX","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Not sure","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Somewhat confident"
"2024/11/30 7:39:27 PM MST","35-44","Male","Some college, no degree","Construction ","Hispanic or Latino","No","Texas","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A protection for an invention or process","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered","","","","","","I would do it myself","Complexity of the legal procedure","Very confident"
"2024/12/02 10:10:30 PM MST","45-54","Male","Associate’s degree (2-year college degree)","Healthcare","Hispanic or Latino","No","Texas","I have no idea","Not at all","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","I have no idea","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","Yes, it would have been easier if I filed it myself","Complexity of the legal procedure;Time required to handle the process myself;Desire to avoid legal risks or mistakes","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/12/03 4:56:15 PM MST","18-24","Female","Associate’s degree (2-year college degree)","Business","White","Yes, full-time","Washington","Perhaps important to some extent, but not much","Not at all","A legal right granted to an author or creator of original work","I have no idea","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Legal","Patent","Copyright","Trademark","IP protection is global;You automatically own the copyright to your work as soon as it is created;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
